id,translation
ID_ME_BO_YELENA_ELITE_STORE,"Commander,\n\nDirect Red Star promotions for <color=#fff568>Yelena Belova</color> have been added to the <color=#fff568>Elite Store</color>! You can now use <color=#fff568>Silver or Gold Promotion Credits</color> to promote <color=#fff568>Yelena 1 Red Star higher</color> than her current rank. You can earn Promotion Credits by <color=#fff568>exchanging your Elite Credits</color> or by completing the Alliance Donation Daily Objective."
ID_ME_NA_DOOM_NODE_CHANGE_EXTENSION,Doom's Influence Event Extension
ID_ME_BO_DOOM_NODE_CHANGE_EXTENSION,"Commander,\n\nThe Doom's Influence event will be extended for a limited time!\n\nTake advantage of Doom's influence while you can!"
ID_ME_NA_IONINFLUX,LIVE: Ion Influx
ID_ME_DE_IONINFLUX,Reduced refresh cost
ID_ME_BO_IONINFLUX,"Commander,\n\nIt's time to Boost your Iso-8 progress! For the next 24 hours, the cost to purchase <color=#fff568>120 Iso-8 Campaign Energy</color> will remain at <color=#fff568>50 Power Cores</color>.\n\nUse this extra Campaign Energy to earn more Ions and power up your roster!"
ID_ME_NA_HOLIDAY_GIFT,Just for You
ID_ME_DE_HOLIDAY_GIFT,Unwrap your special gift!
ID_ME_BO_HOLIDAY_GIFT,"Commander,\n\nThank you for playing MARVEL Strike Force! Please enjoy these gifts to help hit the ground running in 2021.\n\nHave a happy and safe holiday!"
ID_ME_NA_RED_GUARDIAN_TEASER,Coming Soon: Red Guardian
ID_ME_DE_RED_GUARDIAN_TEASER,The Iron Curtain
ID_ME_BO_RED_GUARDIAN_TEASER,"Commander,\n\nRed Guardian is suiting up for battle! Create an iron curtain with Red Guardian:\n\n- On Spawn Taunt with Defense Up\n- Heals allies & applies Regeneration to Skill Military allies\n- Grants Skill Military allies additional Health\n- Gains Block Chance per Skill ally\n- Synergizes with Yelena Belova & Skill Military\n\nBe on the lookout for the upcoming <color=#fff568>Red Winter Event</color> to earn Red Guardian shards!\n"
ID_ME_NA_RED_GUARDIAN_ANNOUNCE,Red Guardian slams into battle!
ID_ME_DE_RED_GUARDIAN_ANNOUNCE,The Iron Curtain
ID_ME_BO_RED_GUARDIAN_ANNOUNCE,"Commander,\n\nCreate an iron curtain with <color=#fff568>Red Guardian</color>:\n\n- On Spawn Taunt with Defense Up\n- Heals allies & applies Regeneration to Skill Military allies\n- Grants Skill Military allies additional Health\n- Gains Block Chance per Skill ally\n- Synergizes with Yelena Belova & Skill Military\n\nRed Guardian character shards will be available in the upcoming limited-time <color=#fff568>Red Winter Event</color>.\n\nFor players who have unlocked the Red Star feature (Level 42), Red Guardian is featured in Red Star Orbs with an increased drop rate of 15% for a limited-time.\n\nRecruit the Skill Military team's stalwart Protector!"
ID_ME_NA_RED_GUARDIAN_RS_ENDING,Red Star feat. Red Guardian
ID_ME_DE_RED_GUARDIAN_RS_ENDING,1 day left!
ID_ME_BO_RED_GUARDIAN_RS_ENDING,<color=#fff568>Red Guardian</color> will only be featured in all Red Star Orbs for 1 more day! Hurry and open Red Star Orbs while the drop rate is still 15%.
ID_ME_NA_RED_GUARDIAN_AVAILABILITY_UPDATE,Availability Update
ID_ME_DE_RED_GUARDIAN_AVAILABILITY_UPDATE,Recruit Red Guardian!
ID_ME_BO_RED_GUARDIAN_AVAILABILITY_UPDATE,"Commander,\n\n<color=#fff568>Red Guardian</color> has been added to the Ultimus Orb, Basic Orb, Premium Orb, Mega Orb, and the Supplies section in the Store. As a result, we have removed <color=#fff568>Vulture</color> from the Mega Orb to keep the orb's content exciting and up to date."
ID_ME_NA_RED_GUARDIAN_ELITE_STORE,Elite Store Availability Update
ID_ME_DE_RED_GUARDIAN_ELITE_STORE,Get Red Stars for Red Guardian
ID_ME_BO_RED_GUARDIAN_ELITE_STORE,"Commander,\n\nDirect Red Star promotions for <color=#fff568>Red Guardian</color> have been added to the <color=#fff568>Elite Store</color>! You can now use <color=#fff568>Silver or Gold Promotion Credits</color> to promote <color=#fff568>Red Guardian 1 Red Star higher</color> than his current rank. You can earn Promotion Credits by <color=#fff568>exchanging your Elite Credits</color> or by completing the Alliance Donation Daily Objective."
ID_ME_NA_KITTY_PRYDE_TEASER,Coming Soon: Kitty Pryde!
ID_ME_DE_KITTY_PRYDE_TEASER,The Untouchable Protector
ID_ME_BO_KITTY_PRYDE_TEASER,"Commander,\n\nKitty Pryde is en route to the battle! Make your Astonishing X-Men untouchable:\n\n- In Raids, applies Defense Up and Evade to Astonishing X-Men allies\n- Gains Stealth when dropping to low Health\n- When Jubilee is an ally, Heals most-injured ally on enemy miss\n- Flips enemy Taunt to Defense Down\n- Area of Effect Disrupted Attack\n\nBe on the lookout for the <color=#fff568>Into the Shadow Blitz</color>, featuring Kitty Pryde!"
ID_ME_NA_RED_WINTER_TEASER,Winter Storm Warning
ID_ME_DE_RED_WINTER_TEASER,Prepare for a pile of rewards
ID_ME_BO_RED_WINTER_TEASER,"Commander,\n\nBundle up and prepare for the <color=#fff568>Red Winter Event!</color> Keep your roster warm with these upcoming rewards:\n\n- Red Guardian character shards\n- Deep Freeze Orbs\n- Gear\n- And more!\n\nRed Winter arrives soon, so be on the lookout!"
ID_ME_NA_RED_WINTER_ANNOUNCE,LIVE: Red Winter
ID_ME_DE_RED_WINTER_ANNOUNCE,Warm your roster with big rewards!
ID_ME_BO_RED_WINTER_ANNOUNCE,"Commander,\n\nNOW LIVE: <color=#fff568>Red Winter!</color> Shovel up Red Guardian character shards and other rewards with these limited-time events:\n\n<color=#fff568>Deep Freeze Orb</color>\nEarn Deep Freeze Orb Fragments via the event milestones and then open them to earn Gold, gear, and shards for select characters with the limited-time Seasoned trait, with <color=#fff568>Red Guardian</color> at a higher drop rate.\n\n<color=#fff568>Red Alert Milestone</color>\nPut enemies on ice in Blitz and Arena using characters with the Seasoned trait. Score points by winning in Blitz and either winning or losing in Arena to earn Red Guardian shards, Deep Freeze Orb Fragments, and more!\n\n<color=#fff568>Crimson Affair Milestone</color>\nTeam up with your Alliance in Raids using Seasoned characters to earn cool rewards: Deep Freeze Orb Fragments, gear, and T3 Training Materials.\n\n<color=#fff568>Red Winter Milestone</color>\nScore points by opening Deep Freeze Orbs to earn Red Guardian characters shards and other rewards."
ID_ME_NA_RED_WINTER_ENDING,ENDING: Red Winter
ID_ME_DE_RED_WINTER_ENDING,2 days left!
ID_ME_BO_RED_WINTER_ENDING,"Commander,\n\nThe <color=#fff568>Red Winter</color> event ends in <color=#fff568>2 days!</color> Continue earning Deep Freeze Orbs and Red Guardian shards before these rewards melt away.\n\nGood luck, Commander!"
ID_ME_NA_12_DAYS_OF_SALES,12 Days of Sales
ID_ME_DE_12_DAYS_OF_SALES,Unwrap big savings!
ID_ME_BO_12_DAYS_OF_SALES,"Commander,\n\nUnwrap big savings with the 12 Days of Sales event! For the next 12 days, enjoy deals on Gold, Energy, Red Stars, and more, including a 10 for 10 deal. Check the Offers section of the Store each day and don't miss out!"
ID_ME_NA_CULLOBSIDIAN_FOUNTAIN_UPDATE,Availability Update
ID_ME_DE_CULLOBSIDIAN_FOUNTAIN_UPDATE,Recruit Cull Obsidian!
ID_ME_BO_CULLOBSIDIAN_FOUNTAIN_UPDATE,"Commander,\n\n<color=#fff568>Cull Obsidian</color> character shards are now exclusively available in the <color=#fff568>Premium Orb</color> at a higher drop rate alongside Yo-Yo.\n\nAdditionally, <color=#fff568>Minn-Erva</color> will no longer be featured at a higher drop rate in the Premium Orb but will be made fountainable in the <color=#fff568>War Store</color> for 1,375 War Credits."
ID_ME_NA_SWARM_FOUNTAIN_UPDATE,Availability Update
ID_ME_DE_SWARM_FOUNTAIN_UPDATE,Recruit Swarm!
ID_ME_BO_SWARM_FOUNTAIN_UPDATE,"Commander,\n\n<color=#fff568>Swarm</color> character shards are now available in the <color=#fff568>Arena Store</color> for 500 Arena Credits.\n\nRecruit this newly available character now!"
ID_ME_NA_KITTY_PRYDE_ANNOUNCE,Kitty Pryde enters the fray!
ID_ME_DE_KITTY_PRYDE_ANNOUNCE,The Elusive Mutant
ID_ME_BO_KITTY_PRYDE_ANNOUNCE,"Commander,\n\nMake your Astonishing X-Men untouchable with Kitty Pryde:\n\n- In Raids, applies Defense Up and Evade to Astonishing X-Men allies\n- Gains Stealth when dropping to low Health\n- When Jubilee is an ally, Heals most-injured ally on enemy miss\n- Flips enemy Taunt to Defense Down\n- Area of Effect Disrupted Attack\n\nKitty Pryde will be available in the <color=#fff568>Into the Shadow Blitz</color> starting on January 21st, 4:00PM (PST). You can recruit her early by purchasing the <color=#fff568>Into the Shadow Orb</color> or via her limited-time offer in the Store.\n\nFor players who have unlocked the Red Star feature (Level 42), Kitty Pryde is featured in Red Star Orbs with an increased drop rate of 15% for a limited-time.\n\nRecruit this elusive Mutant!"
ID_ME_NA_KITTY_PRYDE_RS_ENDING,Red Star feat. Kitty Pryde
ID_ME_DE_KITTY_PRYDE_RS_ENDING,1 day left!
ID_ME_BO_KITTY_PRYDE_RS_ENDING,<color=#fff568>Kitty Pryde</color> will only be featured in all Red Star Orbs for 1 more day! Hurry and open Red Star Orbs while the drop rate is still 15%.
ID_ME_NA_KITTY_PRYDE_AVAILABILITY_UPDATE,Availability Update
ID_ME_DE_KITTY_PRYDE_AVAILABILITY_UPDATE,Recruit Kitty Pryde!
ID_ME_BO_KITTY_PRYDE_AVAILABILITY_UPDATE,"Commander,\n\n<color=#fff568>Kitty Pryde</color> has been added to the Ultimus Orb, Basic Orb, Premium Orb, Mega Orb, and the Supplies section in the Store. As a result, we have removed <color=#fff568>Colossus</color> from the Mega Orb to keep the orb's content exciting and up to date."
ID_ME_NA_KITTY_PRYDE_ELITE_STORE,Elite Store Availability Update
ID_ME_DE_KITTY_PRYDE_ELITE_STORE,Get Red Stars for Kitty Pryde
ID_ME_BO_KITTY_PRYDE_ELITE_STORE,"Commander,\n\nDirect Red Star promotions for <color=#fff568>Kitty Pryde</color> have been added to the <color=#fff568>Elite Store</color>! You can now use <color=#fff568>Silver or Gold Promotion Credits</color> to promote <color=#fff568>Kitty Pryde 1 Red Star higher</color> than her current rank. You can earn Promotion Credits by <color=#fff568>exchanging your Elite Credits</color> or by completing the Alliance Donation Daily Objective."
ID_ME_NA_MOJOS_MAYHEM_TWO,Mojo's Mayhem: Season 2
ID_ME_DE_MOJOS_MAYHEM_TWO,Rewards and more!
ID_ME_BO_MOJOS_MAYHEM_TWO,"Commander,\n\n<color=#fff568>Mojo's Mayhem: Season 2 is live!</color>\n\nHelp Mojo crush his ratings goals in return for big prizes in this month's Season of Mojo's Mayhem! Complete this Season's Daily and Weekly Objectives and reap the ratings rewards.\n\n<color=#fff568>Featured Season 2 Rewards:</color>\n\n- 45 Yellowjacket Character Shards\n- 30 Superior Gear Parts required for Gear Tier 14\n- 40 Superior Gear Parts required for Gear Tier 15\n- 400 Various pieces of Superior Gear\n- 280 Various pieces of Advanced Gear\n- 5 Silver Promotion Credits\n- 50 Power Cores\n- 80 L3 Training Modules\n\n<color=#fff568>Upgrade</color> to the <color=#fff568>Premium Pass</color> to earn these <color=#fff568>additional</color> rewards:\n\n- 55 Yellowjacket Character Shards\n- 90 Superior Gear Parts required for Gear Tier 14\n- 60 Superior Gear Parts required for Gear Tier 15\n- 5 Gold Promotion Credits\n- 10 Silver Promotion Credits\n- 1275 Various pieces of Superior Gear\n- 432 Various pieces of Advanced Gear\n- 500 Power Cores\n- 100 L3 Training Modules\n\nCharge into Mojo's Mayhem: Season 2 today!"
ID_ME_NA_ICEMAN_TEASER,Coming Soon: Iceman!
ID_ME_DE_ICEMAN_TEASER,Cryo Controller
ID_ME_BO_ICEMAN_TEASER,"Commander,\n\nIceman is preparing for battle! Freeze enemies in their tracks:\n\n- Slows and Stuns enemies\n- Barriers self when enemies gain Slow\n- Always attacks on enemy turn when that enemy has Slow\n- In Raids, Enemies with Slow have reduced Damage\n- Hero, Global, Mutant, Controller, Astonishing X-Men\n\n<color=#fff568>Cold As Ice Blitz</color>, featuring Iceman is coming soon, so be on the lookout!"
ID_ME_NA_ICEMAN_ANNOUNCE,Iceman joins the battle!
ID_ME_DE_ICEMAN_ANNOUNCE,Cryo Controller
ID_ME_BO_ICEMAN_ANNOUNCE,"Commander,\n\nCool off enemies with Iceman:\n\n- Slows and Stuns enemies\n- Barriers self when enemies gain Slow\n- Always attacks on enemy turn when that enemy has Slow\n- In Raids, Enemies with Slow have reduced Damage\n- Hero, Global, Mutant, Controller, Astonishing X-Men\n\nIceman will be available in the <color=#fff568>Cold As Ice Blitz</color> starting on February 5th, 4:00PM (PST). You can recruit him early by purchasing the <color=#fff568>Cold As Ice Orb</color> or via his limited-time offer in the Store.\n\nFor players who have unlocked the Red Star feature (Level 42), Iceman is featured in Red Star Orbs with an increased drop rate of 15% for a limited-time.\n\nRecruit this subzero Controller today!"
ID_ME_NA_ICEMAN_RS_ENDING,Red Star feat. Iceman
ID_ME_DE_ICEMAN_RS_ENDING,1 day left!
ID_ME_BO_ICEMAN_RS_ENDING,<color=#fff568>Iceman</color> will only be featured in all Red Star Orbs for 1 more day! Hurry and open Red Star Orbs while the drop rate is still 15%.
ID_ME_NA_ICEMAN_AVAILABILITY_UPDATE,Availability Update
ID_ME_DE_ICEMAN_AVAILABILITY_UPDATE,Recruit Iceman!
ID_ME_BO_ICEMAN_AVAILABILITY_UPDATE,"Commander,\n\n<color=#fff568>Iceman</color> has been added to the Ultimus Orb, Basic Orb, Premium Orb, Mega Orb, and the Supplies section in the Store. As a result, we have removed <color=#fff568>America Chavez</color> from the Mega Orb to keep the orb's content exciting and up to date."
ID_ME_NA_ICEMAN_ELITE_STORE,Elite Store Availability Update
ID_ME_DE_ICEMAN_ELITE_STORE,Get Red Stars for Iceman
ID_ME_BO_ICEMAN_ELITE_STORE,"Commander,\n\nDirect Red Star promotions for <color=#fff568>Iceman</color> have been added to the <color=#fff568>Elite Store</color>! You can now use <color=#fff568>Silver or Gold Promotion Credits</color> to promote <color=#fff568>Iceman 1 Red Star higher</color> than his current rank. You can earn Promotion Credits by <color=#fff568>exchanging your Elite Credits</color> or by completing the Alliance Donation Daily Objective."
ID_ME_BO_LEVEL_REWARDS_MG_FIVE,"Commander,\n\n Following our release, incorrect rewards were delivered upon reaching Commander Levels 70-75. We have resolved this issue and have attached the rewards you were owed.\n\nThank you for your understanding!"
ID_ME_NA_JUBILEE_CHAR_REQS,Next Legendary Requirements
ID_ME_DE_JUBILEE_CHAR_REQS,Prepare for Jubilee!
ID_ME_BO_JUBILEE_CHAR_REQS,"Commander,\n\nTune into <color=#fff568>Season 2</color> of Mojo's Mayhem (unlocked at Level 64) to earn character shards for the next featured character:\n\n<color=#fff568>Yellowjacket!</color>\n\nDon't miss this Season, because you'll need Yellowjacket and the <color=#fff568>Pym Tech</color> team at a minimum of <color=#fff568>5-Stars</color> to recruit the upcoming Legendary character, Jubilee, whose explosive abilities include:\n\n- Granting Assist Now on each Astonishing X-Men turn\n- Adding Speed Bar to Astonishing X-Men allies on enemy Death\n- Granting additional Damage and Speed in Raids to Astonishing X-Men allies\n\nUpgrade to the <color=#fff568>Premium Pass</color> to earn even more Yellowjacket shards.\n\nTurn Ratings into fireworks with Mojo's Mayhem: Season 2!"
ID_ME_NA_COVERT_OPS_TEASER,Upcoming Top Secret Event
ID_ME_DE_COVERT_OPS_TEASER,New Milestone coming soon!
ID_ME_BO_COVERT_OPS_TEASER,"Commander,\n\nLock and load for the upcoming <color=#fff568>Covert Ops</color> Event!\n\nLead an all-out assault with your <color=#fff568>Military</color> team in battles to earn NEW <color=#fff568>Armory 14 & 15 Orb Fragments, Superior Basic Catalyst Parts</color>, and more via daily milestones.\n\nStart prepping your troops for this big mission!"
ID_ME_NA_COVERT_OPS_ANNOUNCE,LIVE: Covert Ops
ID_ME_DE_COVERT_OPS_ANNOUNCE,Battle with Military characters
ID_ME_BO_COVERT_OPS_ANNOUNCE,"Commander,\n\nMove out: The <color=#fff568>Covert Ops</color> Event is now live!\n\nBattle with <color=#fff568>Military</color> characters in Blitz, Arena, and Raids to earn points and hit daily milestones that reward:\n\n- <color=#fff568>Armory 14 & 15 Orb Fragments</color>\n- <color=#fff568>Gear Credits</color>\n- <color=#fff568>Superior Basic Catalyst Parts</color>\n- <color=#fff568>Advanced Gear Parts</color>\n- <color=#fff568>Blue Gear Raid Orb Fragments</color>\n\nTo view eligible characters, head to the Roster and select the Military trait.\n\nDeploy your Military troops and rack up rewards!"
ID_ME_NA_COVERT_OPS_ENDING,Ending Soon: Covert Ops
ID_ME_DE_COVERT_OPS_ENDING,2 days left!
ID_ME_BO_COVERT_OPS_ENDING,"Commander,\n\nThere are only <color=#fff568>two</color> days left to participate and earn rewards from the <color=#fff568>Covert Ops Milestone!</color>\n\nContinue using <color=#fff568>Military characters</color> in select forms of battle to earn <color=#fff568>Armory 14 & 15 Orb Fragments, Superior Basic Catalyst Parts</color>, and <color=#fff568>Gear Credits</color>."
ID_ME_NA_NEWBLOGPOST_011521,New Blog Available
ID_ME_DE_NEWBLOGPOST_011521,See the latest MARVEL Strike Force news
ID_ME_BO_NEWBLOGPOST_011521,"Commander,\n\nThere's a new blog available to read. Inside you'll learn about:\n\n- Covert Ops Milestones\n- War Store Addition\n- Next Legendary Event\n- Weekly Events"
ID_ME_NA_XP_OVERDRIVE_ANNOUNCE,XP Overdrive
ID_ME_DE_XP_OVERDRIVE_ANNOUNCE,Bonus Commander XP added to Isotope-8 Campaign!
ID_ME_BO_XP_OVERDRIVE_ANNOUNCE,"Commander,\n\nFor a limited time, earn <color=#fff568>Commander XP</color> from Isotope-8 Campaign nodes.\n\nIncrease the power of your Arena and Alliance War teams with <color=#fff568>Iso-8</color>:\n\n- Get +20% Max Health Boost (+10% at Level 2, +10% at Level 4)\n- At Level 5 get +10% stats boost (+%2 per Level)\n- Apply the Vulnerable effect via certain Classes on enemies to inflict 10% more damage to them.\n\nDon't miss out on Commander XP and Iso-8!"
ID_ME_NA_REDUCING_COULSON_STAR,Agent Coulson Update
ID_ME_DE_REDUCING_COULSON_STAR,Star Unlock Reduced
ID_ME_BO_REDUCING_COULSON_STAR,"Commander,\n\n<color=#fff568>Agent Coulson</color> can now be unlocked at <color=#fff568>3-Stars</color> (100 character shards). Use this opportunity to recruit this powerful Controller today!"
ID_ME_NA_NEWBLOGPOST_012221,New Blog Available
ID_ME_DE_NEWBLOGPOST_012221,See the latest MARVEL Strike Force news
ID_ME_BO_NEWBLOGPOST_012221,"Commander,\n\nThere's a new blog available to read. Inside you'll learn about:\n\n- Jubilee & Bishop abilities\n- New Doom Raid\n- Next Legendary Event\n- Weekly Events"
ID_ME_NA_YELLOWJACKET_FOUNTAIN_UPDATE,Availability Update
ID_ME_DE_YELLOWJACKET_FOUNTAIN_UPDATE,Recruit Yellowjacket!
ID_ME_BO_YELLOWJACKET_FOUNTAIN_UPDATE,"Commander,\n\n<color=#fff568>Yellowjacket</color> character shards are now available in <color=#fff568>Doom 3-6</color>. As a result, <color=#fff568>Graviton</color> shards are no longer available in this mission but will still be available in the War Store.\n\nRecruit this newly available character now!"
ID_ME_NA_STATURE_FOUNTAIN_UPDATE,Availability Update
ID_ME_DE_STATURE_FOUNTAIN_UPDATE,Recruit Stature!
ID_ME_BO_STATURE_FOUNTAIN_UPDATE,"Commander,\n\n<color=#fff568>Stature</color> character shards are now available in <color=#fff568>Cosmic 1-9</color>. As a result, <color=#fff568>Shocker</color> shards are no longer available in this mission but will still be available in <color=#fff568>Heroes 3-9</color>.\n\nRecruit this newly available character now!"
ID_ME_NA_GHOST_FOUNTAIN_UPDATE,Availability Update
ID_ME_DE_GHOST_FOUNTAIN_UPDATE,Recruit Ghost!
ID_ME_BO_GHOST_FOUNTAIN_UPDATE,"Commander,\n\n<color=#fff568>Ghost</color> character shards are now available in the <color=#fff568>War Store</color> for 1375 War Credits.\n\nRecruit this newly available character now!"
ID_ME_NA_WHITETIGER_ECM_TEASER,Coming Soon: White Tiger
ID_ME_DE_WHITETIGER_ECM_TEASER,The Shadowland Hunter
ID_ME_BO_WHITETIGER_ECM_TEASER,"Commander,\n\nWhite Tiger is roaring toward the battlefield! Be on the lookout for the first chance to recruit her in the upcoming Event Campaign: <color=#fff568>Shadowland</color>. And don't miss her <color=#fff568>New Character Spotlight</color> on YouTube now!\n\nStalk your enemies with White Tiger:\n\n- Heavy Piercing Damage\n- All attacks apply Heal Block\n- Grants Speed Bar on Spawn & Kill\n- Clears all negative effects from self & Heals self\n- War Offense: Grants Additional Damage to Shadowland allies\n- Hero, City, Mystic, Brawler, Shadowland\n\n<color=#fff568>Event Requirements:</color>\nLimited-time Infiltrators trait.\n\nAdd this ferocious Brawler to your Shadowland War Offense team!"
ID_ME_NA_JUBILEE_RS_START,Red Star feat. Jubilee
ID_ME_DE_JUBILEE_RS_START,Featured character
ID_ME_BO_JUBILEE_RS_START,"Commander,\n\nFor a limited time only, <color=#fff568>Jubilee</color> is now featured in all <color=#fff568>Red Star Orbs</color> with an increased drop rate of 15%.\n\nDon't miss your chance to get Red Stars for the Legendary Astonishing X-Men member!"
ID_ME_NA_JUBILEE_RS_ENDING,Red Star feat. Jubilee
ID_ME_DE_JUBILEE_RS_ENDING,1 day left!
ID_ME_BO_JUBILEE_RS_ENDING,Jubilee will only be featured in all Red Star Orbs for 1 more day! Hurry and open all Red Star Orbs while Jubilee's drop rate is still 15%.
ID_ME_NA_JUBILEE_ELITE_STORE,Elite Store Availability Update
ID_ME_DE_JUBILEE_ELITE_STORE,Get Red Stars for Jubilee
ID_ME_BO_JUBILEE_ELITE_STORE,"Commander,\n\nDirect Red Star promotions for <color=#fff568>Jubilee</color> have been added to the <color=#fff568>Elite Store</color>! You can now use <color=#fff568>Silver or Gold Promotion Credits</color> to promote Jubilee <color=#fff568>1 Red Star higher than her current rank</color>. You can earn Promotion Credits by <color=#fff568>exchanging your Elite Credits</color> or by completing the Alliance Donation daily objective."
ID_ME_NA_JUBILEE_REQUIREMENTS,Jubilee Details
ID_ME_DE_JUBILEE_REQUIREMENTS,Upcoming Legendary Event
ID_ME_BO_JUBILEE_REQUIREMENTS,"Commander,\n\n<color=#fff568>Jubilee</color>, the Legendary <color=#fff568>Astonishing X-Men</color> member, is on the way! Jubilee is the anchor of the team and transforms her Astonishing allies into an explosive force.\n\nTo add this Legendary firecracker to your roster, you'll need help from the Quantum Realm: <color=#fff568>five (5) Pym Tech members at 5 Stars</color>, including:\n\n- Ant-Man\n- Wasp\n- Stature\n- Yellowjacket\n- Ghost\n\nStart preparing your team for the start of this event. If you aren't able to unlock Jubilee then, her Legendary Event will return again in the near future.\n\nGood luck, Commander!"
ID_ME_NA_WHITE_TIGER_ANNOUNCE,White Tiger claws into battle
ID_ME_DE_WHITE_TIGER_ANNOUNCE,The Shadowland Hunter
ID_ME_BO_WHITE_TIGER_ANNOUNCE,"Commander,\n\nTear enemies to pieces with White Tiger:\n\n- Heavy Piercing Damage\n- All attacks apply Heal Block\n- Grants Speed Bar on Spawn & Kill\n- Clears all negative effects from self & Heals self\n- War Offense: Grants Additional Damage to Shadowland allies\n- Hero, City, Mystic, Brawler, Shadowland\n\nAnd don't miss her New Character Spotlight on YouTube now!\n\nWhite Tiger shards will be available in the <color=#fff568>Shadowland Event Campaign</color> starting on <color=#fff568>Friday February 26th, 4PM  (PST)</color>. You can recruit White Tiger early by purchasing her limited-time offer in the Store.\n\nFor players who have unlocked the Red Star feature (Level 42), White Tiger also be featured in Red Star Orbs with an increased drop rate of <color=#fff568>15%</color>.\n\nAdd this ferocious Brawler to your Shadowland War Offense team!"
ID_ME_NA_WHITETIGER_ECM_ANNOUNCE,LIVE: Shadowland
ID_ME_DE_WHITETIGER_ECM_ANNOUNCE,Recruit White Tiger
ID_ME_BO_WHITETIGER_ECM_ANNOUNCE,"Commander,\n\n<color=#fff568>You're needed for this secret S.T.R.I.K.E. mission</color>:\n\nShadowland, a Hand fortress commanded by an interdimensional Daredevil, has appeared in Hell's kitchen. Join S.T.R.I.K.E. as they infiltrate the fortress to rescue White Tiger after she went missing during a mission, and stop Daredevil before he can unleash a dark magic upon the Nexus.\n\nEach node in the Shadowland Event Campaign rewards <color=#fff568>Infiltrator Orb Fragments</color> that contain select characters with the limited-time <color=#fff568>Infiltrators</color> trait (excluding legendary characters, Longshot, Symbiote Spider-Man, Emma Frost, and Coulson).\n\nFor the list of characters using the <color=#fff568>Infiltrators trait</color> filter your roster using: <color=#fff568>Infiltrators</color>.\n\nAdd this ferocious Brawler to your Shadowland War Offense team!"
ID_ME_NA_WHITE_TIGER_RS_ENDING,Red Star feat. White Tiger
ID_ME_DE_WHITE_TIGER_RS_ENDING,1 day left!
ID_ME_BO_WHITE_TIGER_RS_ENDING,<color=#fff568>White Tiger</color> will only be featured in all Red Star Orbs for 1 more day! Hurry and open Red Star Orbs while her drop rate is still 15%.
ID_ME_NA_WHITE_TIGER_PREBAMESH,Availability Update
ID_ME_DE_WHITE_TIGER_PREBAMESH,Recruit White Tiger!
ID_ME_BO_WHITE_TIGER_PREBAMESH,"Commander,\n\n<color=#fff568>White Tiger</color> has been added to the Ultimus Orb, Basic Orb, Premium Orb, Mega Orb, and the Supplies section in the Store. As a result, we have removed <color=#fff568>Shocker</color> from the Mega Orb to keep the orb's content exciting and up to date.\n\nRecruit the Shadowland's ferocious Brawler!"
ID_ME_NA_WHITE_TIGER_ELITE_STORE,Elite Store Availability Update
ID_ME_DE_WHITE_TIGER_ELITE_STORE,Get Red Stars for White Tiger
ID_ME_BO_WHITE_TIGER_ELITE_STORE,"Commander,\n\nDirect Red Star promotions for <color=#fff568>White Tiger</color> have been added to the <color=#fff568>Elite Store</color>! You can now use <color=#fff568>Silver or Gold Promotion Credits</color> to promote White Tiger <color=#fff568>1 Red Star higher than her current rank</color>. You can earn Promotion Credits by <color=#fff568>exchanging your Elite Credits</color> or by completing the Alliance Donation daily objective."
ID_ME_NA_NAUGHTY_SOCIAL_POLL,Naughty or Nice Results
ID_ME_DE_NAUGHTY_SOCIAL_POLL,And the winner is...
ID_ME_BO_NAUGHTY_SOCIAL_POLL,"Commander,\n\nThe Naughty or Nice poll on the <color=#fff568>MARVEL Strike Force Facebook</color> page has concluded and the winner is...\n\n<color=#fff568>Naughty:</color> Cull Obsidian\n\nTap to claim your 15 Cull Obsidian shards & 15 L3 Training Modules."
ID_ME_NA_BISHOP_TEASER,Coming Soon: Bishop
ID_ME_DE_BISHOP_TEASER,Minister of Pain
ID_ME_BO_BISHOP_TEASER,"Commander,\n\n<color=#fff568>Bishop</color> is charging toward the battlefield! \n\nLucas Bishop traveled to the 20th century to join the X-Men against the threat of the Sentinels from his own distorted timeline. Today, he continues to fight alongside his Mutant brethren, rescuing members of Mutantkind imprisoned across the planet.\n\nRecruit the Blaster from the Future:\n\n- Charged Ultimate Ability deals Big Damage \n- Ultimate Ability costs 2 Ability Energy\n- Gains Taunt & Defense Up on Spawn and after each turn\n- Gains Charged & Speed Bar when attacked\n- In Raids: Taunts when Astonishing X-Men allies drop to low Health\n\nBe on the lookout for the <color=#fff568>Marked Man Blitz</color>, featuring Bishop!"
ID_ME_NA_BISHOP_ANNOUNCE,Bishop charges into battle!
ID_ME_DE_BISHOP_ANNOUNCE,Minister of Pain
